#"Step","Time (ps)","Potential Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
1155000,2309.9999999591996,-206566.59877551673,301.4112787997329,446
1160000,2319.999999958963,-205817.6698795854,298.00766877197856,444
1165000,2329.9999999587267,-205828.93118494248,294.0501948835107,442
1170000,2339.99999995849,-206025.39554209413,304.8177894424984,441
1175000,2349.9999999582537,-205322.8615087394,299.3931340739026,439
1180000,2359.9999999580173,-206116.33081746276,296.6796939399738,437
1185000,2369.999999957781,-205958.13036484504,303.50052382058163,435
1190000,2379.9999999575443,-206794.1456829768,302.6886041019024,433
1195000,2389.999999957308,-206229.17730865453,300.81722771800963,432
1200000,2399.9999999570714,-206376.41023278446,303.51237899322985,430
1205000,2409.999999956835,-206033.90079972346,293.562028148681,428
1210000,2419.9999999565985,-205863.9334896222,304.8205443018401,427
1215000,2429.999999956362,-205621.98476528353,302.4431980377198,425
1220000,2439.9999999561255,-206316.739474489,299.4165979488173,423
1225000,2449.999999955889,-205011.0361128489,300.5768653604617,422
1230000,2459.9999999556526,-205745.16041531926,300.2131293359915,420
1235000,2469.999999955416,-205249.20605146769,303.3296181288684,419
1240000,2479.9999999551796,-205996.42774325656,303.37342483103487,417
1245000,2489.999999954943,-206250.5345860531,299.0982774660852,416
1250000,2499.9999999547067,-206878.25589190016,295.51592560104166,414
1255000,2509.9999999544702,-206478.91648168198,304.0150316469443,413
1260000,2519.9999999542338,-206642.38216233265,299.01295694624065,411
1265000,2529.9999999539973,-206043.8816919783,300.37840345844216,410
1270000,2539.999999953761,-204659.8719867533,303.704262988078,409
1275000,2549.9999999535244,-206549.1183448363,303.46834443235565,407
1280000,2559.999999953288,-205779.74407644465,300.45509533804795,406
1285000,2569.9999999530514,-205659.58512073196,302.1880160081831,405
1290000,2579.999999952815,-206450.07002474053,296.67999567623906,403
1295000,2589.9999999525785,-205912.28982013103,300.07729344340333,402
1300000,2599.999999952342,-205318.25784024736,300.9074460637061,401
1305000,2609.9999999521056,-205806.72484194557,297.0408861348328,399
1310000,2619.999999951869,-205850.68140387838,302.8957939763887,398
1315000,2629.9999999516326,-205060.35287012067,299.32172353587333,397
1320000,2639.999999951396,-205078.56466360344,294.3249616989973,396
1325000,2649.9999999511597,-205345.81950015202,298.8166404297267,395
1330000,2659.999999950923,-205640.09877770953,298.4132619429763,393
1335000,2669.9999999506867,-206012.97369659785,300.77326530698997,392
1340000,2679.9999999504503,-205552.41793360084,298.94960845122876,391
1345000,2689.999999950214,-204900.95274831797,302.6610207214248,390
1350000,2699.9999999499773,-205559.46536157827,298.85206185179607,389
1355000,2709.999999949741,-205840.02378250076,301.26911200846985,387
1360000,2719.9999999495044,-205252.55018549168,303.9690957802393,386
1365000,2729.999999949268,-205504.0915585145,301.69386316495894,385
1370000,2739.9999999490315,-205440.76879275404,302.49800317411115,384
1375000,2749.999999948795,-206044.24990260974,298.37855363369795,383
1380000,2759.9999999485585,-206291.36987269658,299.287891723764,382
1385000,2769.999999948322,-205534.3129079244,300.0631763663338,381
1390000,2779.9999999480856,-205801.25798541575,299.9808761835883,380
1395000,2789.999999947849,-205614.62799436902,303.9990439444831,379
1400000,2799.9999999476127,-206535.6660162669,301.8007707280413,378
1405000,2809.999999947376,-205513.59042874572,301.27540890081815,377
1410000,2819.9999999471397,-206410.7608228348,296.628137342428,376
1415000,2829.9999999469032,-205138.9906985846,300.06705260932074,375
1420000,2839.999999946667,-205339.06320845347,296.26095163846264,374
1425000,2849.9999999464303,-204997.27410488157,298.94891602343466,374
1430000,2859.999999946194,-206344.28582469595,299.47922862094606,373
1435000,2869.9999999459574,-205402.34243595996,301.66281000737547,372
1440000,2879.999999945721,-205571.8312720632,298.16809699034826,371
1445000,2889.9999999454844,-205635.28785546753,302.89929568473343,370
1450000,2899.999999945248,-205285.40989242785,301.8185721374237,369
1455000,2909.9999999450115,-206449.57614329876,295.887733704157,368
1460000,2919.999999944775,-205473.26791477168,297.40753799286784,367
1465000,2929.9999999445386,-206124.1319311465,300.22014582551924,367
1470000,2939.999999944302,-205458.5658127243,295.06049388967256,366
1475000,2949.9999999440656,-205394.1871482199,301.9352582189275,365
1480000,2959.999999943829,-205846.9287638096,297.1572633702882,364
1485000,2969.9999999435927,-205500.01740458317,304.98321981786427,363
1490000,2979.999999943356,-206127.8906607133,294.5202802155643,363
1495000,2989.9999999431197,-206477.7171949771,298.71116584289086,362
